8,668774009;LevelDB
13,2651;LevelDB
16,51827499;LevelDB
8,081189007;LevelDB
12,423778;LevelDB
30,88703501;LevelDB
7,718225002;LevelDB
7,952711999;LevelDB
8,151407003;LevelDB
17,32640502;LevelDB
16,01320001;LevelDB
24,54623899;LevelDB
32,01675799;LevelDB
36,60194802;LevelDB
23,74237302;LevelDB
7,414182991;LevelDB
25,83668798;LevelDB
6,567157;LevelDB
6,637953997;LevelDB
18,056631;LevelDB
7,228378028;LevelDB
6,851984978;LevelDB
6,866972983;LevelDB
6,604575992;LevelDB
12,24504101;LevelDB
6,535914987;LevelDB
17,915548;LevelDB
6,392528027;LevelDB
6,443857014;LevelDB
6,912559003;LevelDB
16,633039;LevelDB
16,39159;LevelDB
20,32833898;LevelDB
8,166761994;LevelDB
6,470954984;LevelDB
11,02439401;LevelDB
5,68897602;LevelDB
9,288560003;LevelDB
7,249503016;LevelDB
6,28274101;LevelDB
8,886534005;LevelDB
10,70301601;LevelDB
7,920087993;LevelDB
11,91474599;LevelDB
6,120664984;LevelDB
7,202062011;LevelDB
6,837406993;LevelDB
5,90120101;LevelDB
6,234900028;LevelDB
17,98349801;LevelDB
6,23409;LevelDB
17,13714701;LevelDB
7,845337987;LevelDB
6,429749995;LevelDB
5,520873994;LevelDB
6,238735974;LevelDB
8,933672994;LevelDB
5,755080998;LevelDB
7,915935993;LevelDB
5,634352982;LevelDB
7,542053998;LevelDB
6,923965991;LevelDB
31,55429497;LevelDB
5,611129999;LevelDB
9,724112004;LevelDB
9,196031988;LevelDB
5,38884601;LevelDB
7,072016001;LevelDB
5,923054993;LevelDB
5,332076013;LevelDB
6,403834999;LevelDB
5,262820005;LevelDB
7,186913997;LevelDB
7,826974005;LevelDB
7,878091991;LevelDB
7,20619601;LevelDB
4,94362399;LevelDB
5,266149014;LevelDB
5,578810006;LevelDB
5,28520602;LevelDB
5,330394983;LevelDB
5,035002977;LevelDB
8,982189;LevelDB
5,917580992;LevelDB
6,712846994;LevelDB
4,975032985;LevelDB
5,266259998;LevelDB
4,978384018;LevelDB
4,976600021;LevelDB
9,061858982;LevelDB
5,679112971;LevelDB
5,071155995;LevelDB
5,072438002;LevelDB
62,89247799;LevelDB
4,953094006;LevelDB
12,128943;LevelDB
16,907987;LevelDB
13,27092201;LevelDB
5,650522977;LevelDB
17,347655;LevelDB
4,825322002;LevelDB
6,322586;LevelDB
4,764678001;LevelDB
5,272660017;LevelDB
5,082482994;LevelDB
8,097151011;LevelDB
